"","Datum","Warengruppe","Umsatz","Wochentag","KielerWoche","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","Feiertage","istFeiertag"
"5842",2017-12-18,"Croissant",94.7737484393613,"Montag",0,5,2.4625,6,10,"0",0
"5843",2017-12-19,"Croissant",73.6343088065715,"Dienstag",0,7,5.9125,7,20,"0",0
"5844",2017-12-20,"Croissant",94.7967745101247,"Mittwoch",0,7,6.6375,6,20,"0",0
"5845",2017-12-21,"Croissant",70.6773716770578,"Donnerstag",0,7,6.2375,10,21,"0",0
"5846",2017-12-22,"Croissant",81.7267893179837,"Freitag",0,7,5.7625,9,10,"0",0
"5847",2017-12-23,"Croissant",83.5676550722033,"Samstag",0,7,7.8,19,61,"0",0
"5848",2017-12-24,"Croissant",187.967420125408,"Sonntag",0,7,8.1125,16,61,"0",0
"5849",2017-12-27,"Croissant",139.832220333738,"Mittwoch",0,7,4.6125,7,21,"0",0
"5850",2017-12-28,"Croissant",105.138755478215,"Donnerstag",0,4,4.0875,11,61,"0",0
"5851",2017-12-29,"Croissant",179.594235115059,"Freitag",0,5,2.8125,11,61,"0",0
"5852",2017-12-30,"Croissant",151.571783733849,"Samstag",0,7,4.05,10,61,"0",0
"5853",2017-12-31,"Croissant",179.50840678603,"Sonntag",0,7,8.25,16,63,"0",0
"5854",2018-01-02,"Croissant",150.502435605728,"Dienstag",0,6,5.7,8,61,"0",0
"5855",2018-01-03,"Croissant",115.430895275144,"Mittwoch",0,7,6.475,11,61,"0",0
"5856",2018-01-04,"Croissant",102.512654812038,"Donnerstag",0,6,5.5125,7,61,"0",0
"5857",2018-01-05,"Croissant",109.275993823143,"Freitag",0,8,4.325,10,61,"0",0
"5858",2018-01-06,"Croissant",102.460375257105,"Samstag",0,7,3.1875,8,61,"0",0
"5859",2018-01-07,"Croissant",144.442039442307,"Sonntag",0,0,0.65,8,NA,"0",0
"5860",2018-01-08,"Croissant",66.6929702875401,"Montag",0,1,0.9875,7,5,"0",0
"5861",2018-01-09,"Croissant",82.6143785726371,"Dienstag",0,4,3.1625,11,0,"0",0
"5862",2018-01-10,"Croissant",72.3107709500424,"Mittwoch",0,6,4.0125,6,21,"0",0
"5863",2018-01-11,"Croissant",75.9628544056125,"Donnerstag",0,7,3.8375,10,61,"0",0
"5864",2018-01-12,"Croissant",75.5325871625342,"Freitag",0,7,2.275,10,10,"0",0
"5865",2018-01-13,"Croissant",102.912437094458,"Samstag",0,8,1.275,8,10,"0",0
"5866",2018-01-14,"Croissant",151.968858897758,"Sonntag",0,1,0.325,8,5,"0",0
"5867",2018-01-15,"Croissant",85.9256443890805,"Montag",0,7,1.5625,12,61,"0",0
"5868",2018-01-16,"Croissant",56.3093100492538,"Dienstag",0,7,3.3625,9,61,"0",0
"5869",2018-01-17,"Croissant",77.1881203768712,"Mittwoch",0,6,1.8125,10,61,"0",0
"5870",2018-01-18,"Croissant",72.2532702611568,"Donnerstag",0,7,1.1625,17,73,"0",0
"5871",2018-01-19,"Croissant",79.4912684505094,"Freitag",0,6,1.975,10,73,"0",0
"5872",2018-01-20,"Croissant",86.0376499500436,"Samstag",0,8,1.75,7,61,"0",0
"5873",2018-01-21,"Croissant",187.190402965026,"Sonntag",0,6,-0.6125,3,49,"0",0
"5874",2018-01-22,"Croissant",106.618252948229,"Montag",0,7,0.675,7,77,"0",0
"5875",2018-01-23,"Croissant",81.7299549683164,"Dienstag",0,7,4.6625,7,61,"0",0
"5876",2018-01-24,"Croissant",98.3309422420537,"Mittwoch",0,8,11.6,14,61,"0",0
"5877",2018-01-25,"Croissant",81.1911029399639,"Donnerstag",0,7,7.95,9,21,"0",0
"5878",2018-01-26,"Croissant",79.48711893513,"Freitag",0,6,5.9625,5,45,"0",0
"5879",2018-01-27,"Croissant",104.368162476671,"Samstag",0,8,5.6375,9,10,"0",0
"5880",2018-01-28,"Croissant",179.257190765101,"Sonntag",0,6,7.6625,16,61,"0",0
"5881",2018-01-29,"Croissant",82.9125750766826,"Montag",0,7,7.55,21,63,"0",0
"5882",2018-01-30,"Croissant",99.0350024655034,"Dienstag",0,4,5.7375,15,10,"0",0
"5883",2018-01-31,"Croissant",79.2163042576594,"Mittwoch",0,7,6.3,15,61,"0",0
"5884",2018-02-01,"Croissant",92.8478148910384,"Donnerstag",0,7,3.5125,11,61,"0",0
"5885",2018-02-02,"Croissant",103.70762060485,"Freitag",0,7,3.45,6,61,"0",0
"5886",2018-02-03,"Croissant",114.506750856677,"Samstag",0,7,-1.1625,8,71,"0",0
"5887",2018-02-04,"Croissant",148.452873371219,"Sonntag",0,7,0.825,18,73,"0",0
"5888",2018-02-05,"Croissant",112.122544509562,"Montag",0,7,-0.2375,10,22,"0",0
"5889",2018-02-06,"Croissant",81.2263029149462,"Dienstag",0,1,-0.8625,5,10,"0",0
"5890",2018-02-07,"Croissant",108.269493600282,"Mittwoch",0,0,-1.285714,4,5,"0",0
"5891",2018-02-08,"Croissant",110.141051764801,"Donnerstag",0,0,-0.0125,6,5,"0",0
"5892",2018-02-09,"Croissant",101.251865575012,"Freitag",0,1,-0.2625,7,10,"0",0
"5893",2018-02-10,"Croissant",130.957351030206,"Samstag",0,1,0.5625,4,10,"0",0
"5894",2018-02-11,"Croissant",154.482016342371,"Sonntag",0,7,2.3375,11,75,"0",0
"5895",2018-02-12,"Croissant",82.1518936627926,"Montag",0,5,1.825,15,75,"0",0
"5896",2018-02-13,"Croissant",111.74731105753,"Dienstag",0,0,2.6875,7,10,"0",0
"5897",2018-02-14,"Croissant",106.396868857362,"Mittwoch",0,0,2.95,8,5,"0",0
"5898",2018-02-15,"Croissant",104.357564465154,"Donnerstag",0,7,0.675,11,73,"0",0
"5899",2018-02-16,"Croissant",102.772794635868,"Freitag",0,5,4.8625,12,21,"0",0
"5900",2018-02-17,"Croissant",115.932073516846,"Samstag",0,8,4.125,5,10,"0",0
"5901",2018-02-18,"Croissant",164.32793564738,"Sonntag",0,5,4.375,8,0,"0",0
"5902",2018-02-19,"Croissant",93.9649515287712,"Montag",0,5,4.9125,4,5,"0",0
"5903",2018-02-20,"Croissant",120.468678363742,"Dienstag",0,1,3.375,11,10,"0",0
"5904",2018-02-21,"Croissant",101.209732738436,"Mittwoch",0,6,2.175,7,22,"0",0
"5905",2018-02-22,"Croissant",75.8400483968089,"Donnerstag",0,7,1.1125,7,20,"0",0
"5906",2018-02-23,"Croissant",100.964773001419,"Freitag",0,1,0.4375,12,5,"0",0
"5907",2018-02-24,"Croissant",129.618921959432,"Samstag",0,6,0.125,15,71,"0",0
"5908",2018-02-25,"Croissant",174.509606028217,"Sonntag",0,7,-2.9625,14,71,"0",0
"5909",2018-02-26,"Croissant",62.7194880720277,"Montag",0,5,-1.5375,18,NA,"0",0
"5910",2018-02-27,"Croissant",80.0520282741354,"Dienstag",0,6,-3.425,16,71,"0",0
"5911",2018-02-28,"Croissant",87.4021453051197,"Mittwoch",0,5,-6.1375,16,5,"0",0
"5912",2018-03-01,"Croissant",97.7527293828083,"Donnerstag",0,6,-3.95,18,71,"0",0
"5913",2018-03-02,"Croissant",105.959362504739,"Freitag",0,6,-4.9625,15,71,"0",0
"5914",2018-03-03,"Croissant",117.066174787235,"Samstag",0,0,-3.4375,13,5,"0",0
"5915",2018-03-04,"Croissant",152.846041550908,"Sonntag",0,5,-2.3125,10,77,"0",0
"5916",2018-03-05,"Croissant",89.9828037804588,"Montag",0,5,5.9875,7,10,"0",0
"5917",2018-03-06,"Croissant",109.14348273407,"Dienstag",0,0,6.4,9,5,"0",0
"5918",2018-03-07,"Croissant",58.9899135287265,"Mittwoch",0,7,1.1875,6,71,"0",0
"5919",2018-03-08,"Croissant",83.2089936207836,"Donnerstag",0,5,4.4625,8,61,"0",0
"5920",2018-03-09,"Croissant",97.9229466419983,"Freitag",0,7,4.45,13,61,"0",0
"5921",2018-03-10,"Croissant",147.422385237539,"Samstag",0,8,3.4,10,63,"0",0
"5922",2018-03-11,"Croissant",152.278241164361,"Sonntag",0,5,11.475,7,45,"0",0
"5923",2018-03-12,"Croissant",110.915535990158,"Montag",0,7,6.5375,5,61,"0",0
"5924",2018-03-13,"Croissant",102.435536654286,"Dienstag",0,7,4.2625,12,61,"0",0
"5925",2018-03-14,"Croissant",105.0879511471,"Mittwoch",0,8,3.2,8,21,"0",0
"5926",2018-03-15,"Croissant",118.743106582071,"Donnerstag",0,8,2.4625,20,NA,"0",0
"5927",2018-03-16,"Croissant",110.064680058323,"Freitag",0,7,0.2,28,22,"0",0
"5928",2018-03-17,"Croissant",171.650294233054,"Samstag",0,5,-2.225,29,73,"0",0
"5929",2018-03-18,"Croissant",218.278423946226,"Sonntag",0,1,-0.825,23,5,"0",0
"5930",2018-03-19,"Croissant",111.562496126809,"Montag",0,0,2.3,8,5,"0",0
"5931",2018-03-20,"Croissant",135.147672004628,"Dienstag",0,0,4.2125,17,5,"0",0
"5932",2018-03-21,"Croissant",120.866245259918,"Mittwoch",0,7,4.7,13,22,"0",0
"5933",2018-03-22,"Croissant",81.2345737319614,"Donnerstag",0,8,5.7625,11,61,"0",0
"5934",2018-03-23,"Croissant",98.8346334805017,"Freitag",0,8,4.425,5,22,"0",0
"5935",2018-03-24,"Croissant",154.110947275411,"Samstag",0,7,7.125,4,5,"0",0
"5936",2018-03-25,"Croissant",208.866499162987,"Sonntag",0,7,7.625,6,0,"0",0
"5937",2018-03-26,"Croissant",113.584723945565,"Montag",0,7,5.0375,8,61,"0",0
"5938",2018-03-27,"Croissant",134.758232554012,"Dienstag",0,7,5.325,9,10,"0",0
"5939",2018-03-28,"Croissant",142.200717815043,"Mittwoch",0,7,3.725,14,61,"0",0
"5940",2018-03-29,"Croissant",266.201304515727,"Donnerstag",0,7,0.9,8,71,"0",0
"5941",2018-03-31,"Croissant",320.93474056584,"Samstag",0,7,2.225,17,NA,"0",0
"5942",2018-04-01,"Croissant",197.338187512788,"Sonntag",0,6,2.525,9,71,"0",0
"5943",2018-04-02,"Croissant",177.680679602538,"Montag",0,5,6.1,8,5,"Ostermontag",1
"5944",2018-04-03,"Croissant",134.195889670285,"Dienstag",0,7,11.775,9,61,"0",0
"5945",2018-04-04,"Croissant",149.720896578779,"Mittwoch",0,4,13.2125,9,61,"0",0
"5946",2018-04-05,"Croissant",130.1869039827,"Donnerstag",0,7,8.6625,19,61,"0",0
"5947",2018-04-06,"Croissant",89.1787904729072,"Freitag",0,1,9.9875,10,5,"0",0
"5948",2018-04-07,"Croissant",159.814274148038,"Samstag",0,0,14.75,9,5,"0",0
"5949",2018-04-08,"Croissant",168.643369475226,"Sonntag",0,0,20.5,5,5,"0",0
"5950",2018-04-09,"Croissant",125.791596759514,"Montag",0,5,15.3125,9,5,"0",0
"5951",2018-04-10,"Croissant",84.0497181533496,"Dienstag",0,8,5.1625,21,10,"0",0
"5952",2018-04-11,"Croissant",68.0245101155979,"Mittwoch",0,8,4.7125,22,NA,"0",0
"5953",2018-04-12,"Croissant",116.462621342462,"Donnerstag",0,5,7.975,19,5,"0",0
"5954",2018-04-13,"Croissant",116.896382935008,"Freitag",0,6,8.7125,15,61,"0",0
"5955",2018-04-14,"Croissant",161.090096394738,"Samstag",0,8,7.675,10,61,"0",0
"5956",2018-04-15,"Croissant",186.885741611071,"Sonntag",0,8,9.5375,7,61,"0",0
"5957",2018-04-16,"Croissant",105.949717840042,"Montag",0,2,13.875,8,63,"0",0
"5958",2018-04-17,"Croissant",86.2289874951019,"Dienstag",0,0,15.25,11,0,"0",0
"5959",2018-04-18,"Croissant",107.558608889038,"Mittwoch",0,1,20.35,11,0,"0",0
"5960",2018-04-19,"Croissant",103.383705990961,"Donnerstag",0,0,23.1125,5,0,"0",0
"5961",2018-04-20,"Croissant",106.920285015064,"Freitag",0,0,24.375,13,0,"0",0
"5962",2018-04-21,"Croissant",176.417147453327,"Samstag",0,1,15.6625,10,5,"0",0
"5963",2018-04-22,"Croissant",199.765079950102,"Sonntag",0,1,14.525,11,5,"0",0
"5964",2018-04-23,"Croissant",101.819986447604,"Montag",0,4,14.4,18,5,"0",0
"5965",2018-04-24,"Croissant",85.091875213209,"Dienstag",0,5,12.0875,21,61,"0",0
"5966",2018-04-25,"Croissant",93.3246428158012,"Mittwoch",0,7,9.25,13,61,"0",0
"5967",2018-04-26,"Croissant",122.068213454324,"Donnerstag",0,6,11.0875,18,61,"0",0
"5968",2018-04-27,"Croissant",112.291104909384,"Freitag",0,5,13.0875,8,0,"0",0
"5969",2018-04-28,"Croissant",137.327350130029,"Samstag",0,7,14.65,8,61,"0",0
"5970",2018-04-29,"Croissant",179.139454299962,"Sonntag",0,7,8.875,9,21,"0",0
"5971",2018-04-30,"Croissant",127.919448209593,"Montag",0,7,11.55,10,95,"0",0
"5972",2018-05-02,"Croissant",133.16692373125,"Mittwoch",0,1,14.725,9,5,"0",0
"5973",2018-05-03,"Croissant",118.845410091562,"Donnerstag",0,1,12.5,14,0,"0",0
"5974",2018-05-04,"Croissant",114.107429476625,"Freitag",0,0,12.1875,10,5,"0",0
"5975",2018-05-05,"Croissant",152.122844865004,"Samstag",0,0,14.75,9,5,"0",0
"5976",2018-05-06,"Croissant",204.554039945282,"Sonntag",0,0,18.9125,10,NA,"0",0
"5977",2018-05-07,"Croissant",149.514220844308,"Montag",0,0,20.825,11,0,"0",0
"5978",2018-05-08,"Croissant",178.326054614077,"Dienstag",0,0,22.3875,14,5,"0",0
"5979",2018-05-09,"Croissant",150.040549196134,"Mittwoch",0,0,23.3,12,NA,"0",0
"5980",2018-05-10,"Croissant",213.620643844729,"Donnerstag",0,5,20.525,9,95,"Christi Himmelfahrt",1
"5981",2018-05-11,"Croissant",239.477710150464,"Freitag",0,1,15.1,8,NA,"0",0
"5982",2018-05-12,"Croissant",287.096782778773,"Samstag",0,5,17.3375,10,0,"0",0
"5983",2018-05-13,"Croissant",283.683773802826,"Sonntag",0,2,17.25,12,10,"0",0
"5984",2018-05-14,"Croissant",109.487563951608,"Montag",0,0,18.8875,11,5,"0",0
"5985",2018-05-15,"Croissant",128.242788342459,"Dienstag",0,0,18,9,0,"0",0
"5986",2018-05-16,"Croissant",117.19208049046,"Mittwoch",0,5,20.5625,13,21,"0",0
"5987",2018-05-17,"Croissant",143.116719553358,"Donnerstag",0,3,15.2875,10,5,"0",0
"5988",2018-05-18,"Croissant",128.828507929134,"Freitag",0,7,14.75,9,0,"0",0
"5989",2018-05-19,"Croissant",223.624171765277,"Samstag",0,6,14.9125,8,0,"0",0
"5990",2018-05-20,"Croissant",305.100783157298,"Sonntag",0,0,18.9,13,5,"0",0
"5991",2018-05-22,"Croissant",191.073379157625,"Dienstag",0,0,20.325,13,5,"0",0
"5992",2018-05-23,"Croissant",169.755098557206,"Mittwoch",0,0,20.1625,10,0,"0",0
"5993",2018-05-24,"Croissant",211.514459288962,"Donnerstag",0,0,20.35,15,5,"0",0
"5994",2018-05-25,"Croissant",247.21864973227,"Freitag",0,0,19.775,16,5,"0",0
"5995",2018-05-26,"Croissant",311.407509119781,"Samstag",0,0,19.875,11,5,"0",0
"5996",2018-05-27,"Croissant",311.204724522649,"Sonntag",0,7,16.425,12,20,"0",0
"5997",2018-05-28,"Croissant",162.439462643652,"Montag",0,2,20.2125,10,5,"0",0
"5998",2018-05-29,"Croissant",158.651320049942,"Dienstag",0,0,23.4625,14,5,"0",0
"5999",2018-05-30,"Croissant",160.3217968442,"Mittwoch",0,1,23.1875,11,17,"0",0
"6000",2018-05-31,"Croissant",146.549349936418,"Donnerstag",0,0,21.8875,14,5,"0",0
"6001",2018-06-01,"Croissant",196.04793646865,"Freitag",0,0,21.375,12,5,"0",0
"6002",2018-06-02,"Croissant",258.202812224251,"Samstag",0,1,22.8875,10,5,"0",0
"6003",2018-06-03,"Croissant",275.442535237438,"Sonntag",0,7,19.275,9,0,"0",0
"6004",2018-06-04,"Croissant",143.940547738714,"Montag",0,5,19.25,14,20,"0",0
"6005",2018-06-05,"Croissant",104.71280919176,"Dienstag",0,0,19.7,10,5,"0",0
"6006",2018-06-06,"Croissant",143.24052446027,"Mittwoch",0,0,22.15,14,5,"0",0
"6007",2018-06-07,"Croissant",140.663759746983,"Donnerstag",0,0,23.6875,10,NA,"0",0
"6008",2018-06-08,"Croissant",164.132119777067,"Freitag",0,0,22.7375,9,0,"0",0
"6009",2018-06-09,"Croissant",258.693422948001,"Samstag",0,6,22.1125,7,61,"0",0
"6010",2018-06-10,"Croissant",215.850855030174,"Sonntag",0,7,19.1,8,61,"0",0
"6011",2018-06-11,"Croissant",131.376484326556,"Montag",0,6,18.5125,15,NA,"0",0
"6012",2018-06-12,"Croissant",121.491725263723,"Dienstag",0,8,15.3125,12,20,"0",0
"6013",2018-06-13,"Croissant",107.792959647247,"Mittwoch",0,7,16.4,14,61,"0",0
"6014",2018-06-14,"Croissant",107.136270934862,"Donnerstag",0,5,20.9,10,NA,"0",0
"6015",2018-06-15,"Croissant",149.625140704425,"Freitag",0,4,19.2,7,0,"0",0
"6016",2018-06-16,"Croissant",249.755999609154,"Samstag",1,5,21.325,7,95,"0",0
"6017",2018-06-17,"Croissant",301.987694387114,"Sonntag",1,5,18.275,12,61,"0",0
"6018",2018-06-18,"Croissant",183.905575463908,"Montag",1,7,17.6375,9,61,"0",0
"6019",2018-06-19,"Croissant",167.94911352995,"Dienstag",1,3,19.2375,16,21,"0",0
"6020",2018-06-20,"Croissant",178.485146197655,"Mittwoch",1,3,23.65,13,0,"0",0
"6021",2018-06-21,"Croissant",165.510528887169,"Donnerstag",1,7,11.5625,15,65,"0",0
"6022",2018-06-22,"Croissant",205.270413262478,"Freitag",1,5,15.575,20,61,"0",0
"6023",2018-06-23,"Croissant",339.700511154661,"Samstag",1,7,14.3,18,61,"0",0
"6024",2018-06-24,"Croissant",312.533160106558,"Sonntag",1,6,16.2375,10,21,"0",0
"6025",2018-06-25,"Croissant",124.50607695454,"Montag",0,6,17.175,13,21,"0",0
"6026",2018-06-26,"Croissant",187.471226496696,"Dienstag",0,3,20.075,6,21,"0",0
"6027",2018-06-27,"Croissant",176.520124844737,"Mittwoch",0,0,22.0125,11,5,"0",0
"6028",2018-06-28,"Croissant",172.553305766358,"Donnerstag",0,0,22.125,9,0,"0",0
"6029",2018-06-29,"Croissant",181.430705919947,"Freitag",0,0,21.85,15,5,"0",0
"6030",2018-06-30,"Croissant",236.663786945788,"Samstag",0,0,21.2375,10,5,"0",0
"6031",2018-07-01,"Croissant",263.897681363429,"Sonntag",0,0,21.0625,12,5,"0",0
"6032",2018-07-02,"Croissant",191.103060628223,"Montag",0,0,22.525,11,5,"0",0
"6033",2018-07-03,"Croissant",166.357391348145,"Dienstag",0,0,22.4875,9,5,"0",0
"6034",2018-07-04,"Croissant",176.796513441915,"Mittwoch",0,5,19.7,9,NA,"0",0
"6035",2018-07-05,"Croissant",218.055711841422,"Donnerstag",0,7,17.5,12,20,"0",0
"6036",2018-07-06,"Croissant",233.461803865928,"Freitag",0,0,20.5125,18,5,"0",0
"6037",2018-07-07,"Croissant",289.921816234279,"Samstag",0,0,20.25,19,5,"0",0
"6038",2018-07-08,"Croissant",301.517746301254,"Sonntag",0,0,23,10,5,"0",0
"6039",2018-07-09,"Croissant",260.209070681143,"Montag",0,6,16.75,18,0,"0",0
"6040",2018-07-10,"Croissant",231.022738407076,"Dienstag",0,2,18.675,15,5,"0",0
"6041",2018-07-11,"Croissant",223.184006745399,"Mittwoch",0,7,19.625,12,21,"0",0
"6042",2018-07-12,"Croissant",225.776865057334,"Donnerstag",0,1,26.075,14,NA,"0",0
"6043",2018-07-13,"Croissant",288.029917196184,"Freitag",0,0,23.975,13,5,"0",0
"6044",2018-07-14,"Croissant",361.883970744595,"Samstag",0,7,17.7625,12,0,"0",0
"6045",2018-07-15,"Croissant",383.539764713205,"Sonntag",0,2,23.2,9,5,"0",0
"6046",2018-07-16,"Croissant",279.080033941839,"Montag",0,0,24.25,9,5,"0",0
"6047",2018-07-17,"Croissant",322.440260775893,"Dienstag",0,0,26.775,10,NA,"0",0
"6048",2018-07-18,"Croissant",307.917253388314,"Mittwoch",0,3,23.866666,13,0,"0",0
"6049",2018-07-19,"Croissant",334.668701817439,"Donnerstag",0,2,22.575,13,NA,"0",0
"6050",2018-07-20,"Croissant",305.416244754035,"Freitag",0,0,22.775,9,0,"0",0
"6051",2018-07-21,"Croissant",393.212012402375,"Samstag",0,0,25.0625,10,0,"0",0
"6052",2018-07-22,"Croissant",429.920288482338,"Sonntag",0,1,25.0375,13,5,"0",0
"6053",2018-07-23,"Croissant",325.690202796677,"Montag",0,3,24.8375,10,NA,"0",0
"6054",2018-07-24,"Croissant",302.39642639545,"Dienstag",0,0,28.1,10,5,"0",0
"6055",2018-07-25,"Croissant",337.228464128544,"Mittwoch",0,1,28.425,11,61,"0",0
"6056",2018-07-26,"Croissant",339.641098219397,"Donnerstag",0,0,28.875,12,5,"0",0
"6057",2018-07-27,"Croissant",333.774098644297,"Freitag",0,0,27.5875,16,5,"0",0
"6058",2018-07-28,"Croissant",371.819769806308,"Samstag",0,3,28.75,11,95,"0",0
"6059",2018-07-29,"Croissant",433.820696892786,"Sonntag",0,0,24.55,6,NA,"0",0
"6060",2018-07-30,"Croissant",348.770346267057,"Montag",0,6,27.7875,10,21,"0",0
"6061",2018-07-31,"Croissant",285.872615508632,"Dienstag",0,5,31.2875,11,NA,"0",0
"6062",2018-08-01,"Croissant",331.565492568945,"Mittwoch",0,0,23.7625,10,0,"0",0
"6063",2018-08-02,"Croissant",345.590802581548,"Donnerstag",0,0,26.1875,10,0,"0",0
"6064",2018-08-03,"Croissant",332.295645845347,"Freitag",0,1,27.6625,10,0,"0",0
"6065",2018-08-04,"Croissant",453.16888081342,"Samstag",0,4,25.1375,12,NA,"0",0
"6066",2018-08-05,"Croissant",338.194920406311,"Sonntag",0,7,21.3,14,61,"0",0
"6067",2018-08-06,"Croissant",273.133931381615,"Montag",0,0,23.1,5,0,"0",0
"6068",2018-08-07,"Croissant",308.55390865016,"Dienstag",0,0,32.671428,7,NA,"0",0
"6069",2018-08-08,"Croissant",279.881155160378,"Mittwoch",0,4,28.15,10,NA,"0",0
"6070",2018-08-09,"Croissant",304.322870537053,"Donnerstag",0,5,24.575,13,21,"0",0
"6071",2018-08-10,"Croissant",328.96474215551,"Freitag",0,5,17.325,16,61,"0",0
"6072",2018-08-11,"Croissant",317.323068756656,"Samstag",0,6,15.5,13,61,"0",0
"6073",2018-08-12,"Croissant",358.564933559715,"Sonntag",0,7,18.375,9,61,"0",0
"6074",2018-08-13,"Croissant",273.104598695608,"Montag",0,7,21.9125,8,61,"0",0
"6075",2018-08-14,"Croissant",281.069807840696,"Dienstag",0,5,21.8,16,61,"0",0
"6076",2018-08-15,"Croissant",335.887345309898,"Mittwoch",0,6,21.9875,13,21,"0",0
"6077",2018-08-16,"Croissant",317.450986817885,"Donnerstag",0,3,25.075,9,0,"0",0
"6078",2018-08-17,"Croissant",333.029685306957,"Freitag",0,7,19.55,9,61,"0",0
"6079",2018-08-18,"Croissant",401.074686868783,"Samstag",0,4,21.75,10,NA,"0",0
"6080",2018-08-19,"Croissant",371.77798881953,"Sonntag",0,7,21.3875,10,NA,"0",0
"6081",2018-08-20,"Croissant",225.226069132738,"Montag",0,6,19.6,13,21,"0",0
"6082",2018-08-21,"Croissant",207.786238689026,"Dienstag",0,4,19.7875,8,NA,"0",0
"6083",2018-08-22,"Croissant",242.962853117526,"Mittwoch",0,0,26.6375,8,NA,"0",0
"6084",2018-08-23,"Croissant",222.938077958737,"Donnerstag",0,5,22.575,11,5,"0",0
"6085",2018-08-24,"Croissant",204.341247397776,"Freitag",0,5,17.1,15,61,"0",0
"6086",2018-08-25,"Croissant",326.666274682972,"Samstag",0,7,12.9,6,63,"0",0
"6087",2018-08-26,"Croissant",335.613971191386,"Sonntag",0,3,16.9875,12,21,"0",0
"6088",2018-08-27,"Croissant",165.757656933611,"Montag",0,6,16.5375,13,63,"0",0
"6089",2018-08-28,"Croissant",174.034933550176,"Dienstag",0,6,18.6125,9,61,"0",0
"6090",2018-08-29,"Croissant",187.37861198635,"Mittwoch",0,0,22.7,12,0,"0",0
"6091",2018-08-30,"Croissant",184.331100698945,"Donnerstag",0,7,15.4625,13,63,"0",0
"6092",2018-08-31,"Croissant",176.842110481952,"Freitag",0,4,18.725,11,0,"0",0
"6093",2018-09-01,"Croissant",257.053523645584,"Samstag",0,2,18.1125,8,NA,"0",0
"6094",2018-09-02,"Croissant",277.608011200925,"Sonntag",0,1,18.95,11,5,"0",0
"6095",2018-09-03,"Croissant",179.907910287502,"Montag",0,2,21.0125,13,21,"0",0
"6096",2018-09-04,"Croissant",175.815678904108,"Dienstag",0,1,20.525,11,5,"0",0
"6097",2018-09-05,"Croissant",170.764449131236,"Mittwoch",0,2,20.2875,11,0,"0",0
"6098",2018-09-06,"Croissant",170.986083443081,"Donnerstag",0,0,21.275,11,0,"0",0
"6099",2018-09-07,"Croissant",139.812181501395,"Freitag",0,7,17.475,12,61,"0",0
"6100",2018-09-08,"Croissant",236.068702631606,"Samstag",0,4.73383500557414,11.8191759845628,10.9997226844149,NA,"0",0
"6101",2018-09-09,"Croissant",259.889974706907,"Sonntag",0,4.73383500557414,11.8191759845628,10.9997226844149,NA,"0",0
"6102",2018-09-10,"Croissant",151.920571469295,"Montag",0,5,19.2375,12,NA,"0",0
"6103",2018-09-11,"Croissant",143.156546776133,"Dienstag",0,7,16.55,12,61,"0",0
"6104",2018-09-12,"Croissant",171.254122899486,"Mittwoch",0,7,14.3,11,61,"0",0
"6105",2018-09-13,"Croissant",104.532371005339,"Donnerstag",0,4,17.3375,7,0,"0",0
"6106",2018-09-14,"Croissant",164.642804214476,"Freitag",0,3,17.1125,9,NA,"0",0
"6107",2018-09-15,"Croissant",261.117540204945,"Samstag",0,4.73383500557414,11.8191759845628,10.9997226844149,NA,"0",0
"6108",2018-09-16,"Croissant",253.042452408475,"Sonntag",0,4.73383500557414,11.8191759845628,10.9997226844149,NA,"0",0
"6109",2018-09-17,"Croissant",164.027867386733,"Montag",0,4.73383500557414,11.8191759845628,10.9997226844149,NA,"0",0
"6110",2018-09-18,"Croissant",163.852308406698,"Dienstag",0,4.73383500557414,11.8191759845628,10.9997226844149,NA,"0",0
"6111",2018-09-19,"Croissant",118.381887474628,"Mittwoch",0,4.73383500557414,11.8191759845628,10.9997226844149,NA,"0",0
"6112",2018-09-20,"Croissant",140.358723089295,"Donnerstag",0,4.73383500557414,11.8191759845628,10.9997226844149,NA,"0",0
"6113",2018-09-21,"Croissant",129.064367836908,"Freitag",0,6,14.957142,16,61,"0",0
"6114",2018-09-22,"Croissant",217.043838795,"Samstag",0,4,13.025,20,61,"0",0
"6115",2018-09-23,"Croissant",158.98100153465,"Sonntag",0,6,11.65,6,61,"0",0
"6116",2018-09-24,"Croissant",129.542414540437,"Montag",0,2,11.2875,17,21,"0",0
"6117",2018-09-25,"Croissant",126.301023644901,"Dienstag",0,3,12.7625,9,0,"0",0
"6118",2018-09-26,"Croissant",119.145216080949,"Mittwoch",0,7,14.2375,16,61,"0",0
"6119",2018-09-27,"Croissant",137.61912734867,"Donnerstag",0,7,17.6,13,0,"0",0
"6120",2018-09-28,"Croissant",150.180797219769,"Freitag",0,1,12.8625,15,21,"0",0
"6121",2018-09-29,"Croissant",206.465748022586,"Samstag",0,6,13.1,10,61,"0",0
"6122",2018-09-30,"Croissant",218.027347914535,"Sonntag",0,5,13.9625,12,21,"0",0
"6123",2018-10-01,"Croissant",168.339799030569,"Montag",0,5,11.1625,12,21,"0",0
"6124",2018-10-02,"Croissant",207.323150586138,"Dienstag",0,6,10,18,61,"0",0
