"","Datum","Warengruppe","Umsatz","Wochentag","KielerWoche","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode"
"5294",2016-06-05,"Croissant",204.02382551188,"Sonntag",NA,0,25.25,9,NA
"5295",2016-06-06,"Croissant",114.794611851092,"Freitag",NA,1,22.875,15,NA
"5296",2016-06-07,"Croissant",111.50908281886,"Montag",NA,1,25.375,8,NA
"5297",2016-06-08,"Croissant",139.4508539836,"Donnerstag",NA,4,18.875,13,NA
"5298",2016-06-09,"Croissant",114.020491132883,"Dienstag",NA,1,19.5,16,NA
"5299",2016-06-10,"Croissant",129.407445698529,"Mittwoch",NA,3,18.125,13,NA
"5300",2016-06-11,"Croissant",228.439799511311,"Samstag",NA,0,17.375,12,NA
"5301",2016-06-12,"Croissant",207.792906901658,"Sonntag",NA,7,13.875,7,61
"5302",2016-06-13,"Croissant",141.781000615203,"Freitag",NA,7,15.25,11,63
"5303",2016-06-14,"Croissant",100.912492228875,"Montag",NA,7,16.5,8,61
"5304",2016-06-15,"Croissant",110.978634293169,"Donnerstag",NA,6,18.25,8,95
"5305",2016-06-16,"Croissant",86.6321388895877,"Dienstag",NA,6,18.25,7,63
"5306",2016-06-17,"Croissant",111.578949303683,"Mittwoch",NA,6,18.125,10,21
"5307",2016-06-18,"Croissant",210.995958062752,"Samstag",1,6,18,12,21
"5308",2016-06-19,"Croissant",221.472814024848,"Sonntag",1,7,16,14,NA
"5309",2016-06-20,"Croissant",160.366420638134,"Freitag",1,4,20.875,10,61
"5310",2016-06-21,"Croissant",147.991076622665,"Montag",1,4,19.875,9,NA
"5311",2016-06-22,"Croissant",132.946056097799,"Donnerstag",1,5,22.125,9,61
"5312",2016-06-23,"Croissant",161.58432145411,"Dienstag",1,5,27.875,8,NA
"5313",2016-06-24,"Croissant",161.274225315318,"Mittwoch",1,5,24.125,9,NA
"5314",2016-06-25,"Croissant",330.478660501536,"Samstag",1,7,18.25,14,95
"5315",2016-06-26,"Croissant",240.674329382729,"Sonntag",1,5,19.25,11,0
"5316",2016-06-27,"Croissant",145.138260293234,"Freitag",NA,7,19.375,10,61
"5317",2016-06-28,"Croissant",161.869224113387,"Montag",NA,4,18.375,11,21
"5318",2016-06-29,"Croissant",138.086225716019,"Donnerstag",NA,5,18.75,9,21
"5319",2016-06-30,"Croissant",136.640373498376,"Dienstag",NA,7,18.25,9,61
"5320",2016-07-01,"Croissant",148.845304362305,"Mittwoch",NA,8,19.25,7,63
"5321",2016-07-02,"Croissant",235.678451999105,"Samstag",NA,7,15.625,12,61
"5322",2016-07-03,"Croissant",198.57572478932,"Sonntag",NA,4,17.125,12,61
"5323",2016-07-04,"Croissant",101.501372957599,"Freitag",NA,6,17.25,10,61
"5324",2016-07-05,"Croissant",139.603404199373,"Montag",NA,7,17.125,10,95
"5325",2016-07-06,"Croissant",164.349099555347,"Donnerstag",NA,5,16.5,22,21
"5326",2016-07-08,"Croissant",157.876878826052,"Mittwoch",NA,6,19.125,8,63
"5327",2016-07-09,"Croissant",246.879387896932,"Samstag",NA,5,19.125,12,NA
"5328",2016-07-10,"Croissant",216.585703890106,"Sonntag",NA,6,24.125,8,NA
"5329",2016-07-11,"Croissant",179.278876112019,"Freitag",NA,6,20,13,21
"5330",2016-07-12,"Croissant",170.230875748386,"Montag",NA,4,19.125,14,95
"5331",2016-07-13,"Croissant",179.907364672447,"Donnerstag",NA,6,16.375,6,63
"5332",2016-07-14,"Croissant",218.801690747843,"Dienstag",NA,7,16.375,12,53
"5333",2016-07-15,"Croissant",188.310124766528,"Mittwoch",NA,7,17,16,61
"5334",2016-07-16,"Croissant",223.292333174144,"Samstag",NA,7,18,10,61
"5335",2016-07-17,"Croissant",240.984092016883,"Sonntag",NA,7,17.25,9,61
"5336",2016-07-19,"Croissant",231.302041791688,"Montag",NA,6,22.375,12,20
"5337",2016-07-20,"Croissant",225.94725477004,"Donnerstag",NA,0,26,9,NA
"5338",2016-07-21,"Croissant",214.795915124578,"Dienstag",NA,3,25.875,8,NA
"5339",2016-07-22,"Croissant",218.193724524142,"Mittwoch",NA,3,26,6,21
"5340",2016-07-23,"Croissant",300.402606623953,"Samstag",NA,3,25.375,9,NA
"5341",2016-07-24,"Croissant",257.179272866847,"Sonntag",NA,0,25.25,10,NA
"5342",2016-07-25,"Croissant",282.729423408297,"Freitag",NA,4,25.375,7,95
"5343",2016-07-26,"Croissant",311.186206266119,"Montag",NA,3,21.875,9,20
"5344",2016-07-27,"Croissant",296.787317629001,"Donnerstag",NA,4,21.375,6,NA
"5345",2016-07-28,"Croissant",339.772120514901,"Dienstag",NA,4,21.25,7,20
"5346",2016-07-29,"Croissant",313.051127748557,"Mittwoch",NA,6,21,10,65
"5347",2016-07-30,"Croissant",396.978002151989,"Samstag",NA,4,19.625,10,65
"5348",2016-07-31,"Croissant",352.721178327364,"Sonntag",NA,7,17.375,6,61
"5349",2016-08-01,"Croissant",315.867116776854,"Freitag",NA,3,18.5,14,61
"5350",2016-08-02,"Croissant",307.195889740818,"Montag",NA,4,19.75,7,20
"5351",2016-08-03,"Croissant",324.063160689359,"Donnerstag",NA,7,19.375,9,61
"5352",2016-08-04,"Croissant",294.953956111065,"Dienstag",NA,6,20.375,11,61
"5353",2016-08-05,"Croissant",307.366610857395,"Mittwoch",NA,4,20.5,15,21
"5354",2016-08-06,"Croissant",326.032069049756,"Samstag",NA,5,17.5,14,95
"5355",2016-08-07,"Croissant",327.052753961083,"Sonntag",NA,6,21.125,13,21
"5356",2016-08-08,"Croissant",277.881342355861,"Freitag",NA,5,19,18,21
"5357",2016-08-09,"Croissant",320.651490164019,"Montag",NA,5,15.375,18,21
"5358",2016-08-10,"Croissant",315.42015433627,"Donnerstag",NA,4,14.5,15,95
"5359",2016-08-11,"Croissant",312.998425205478,"Dienstag",NA,7,13.875,9,61
"5360",2016-08-12,"Croissant",316.412519279478,"Mittwoch",NA,7,18.25,12,61
"5361",2016-08-13,"Croissant",402.860567190888,"Samstag",NA,7,18.125,12,61
"5362",2016-08-16,"Croissant",268.715042972505,"Montag",NA,2,19.375,10,NA
"5363",2016-08-17,"Croissant",274.152347904724,"Donnerstag",NA,0,19.571428,8,NA
"5364",2016-08-18,"Croissant",287.765747135281,"Dienstag",NA,3,18.25,9,NA
"5365",2016-08-19,"Croissant",264.579771990774,"Mittwoch",NA,3,20.375,8,NA
"5366",2016-08-20,"Croissant",383.298667769012,"Samstag",NA,7,20.25,9,61
"5367",2016-08-21,"Croissant",259.585275102001,"Sonntag",NA,4,19.875,9,21
"5368",2016-08-22,"Croissant",138.3366983689,"Freitag",NA,7,18.375,10,65
"5369",2016-08-23,"Croissant",184.170367057689,"Montag",NA,6,21.75,8,NA
"5370",2016-08-24,"Croissant",170.353220830059,"Donnerstag",NA,0,25.375,6,NA
"5371",2016-08-25,"Croissant",181.842118829346,"Dienstag",NA,0,28.375,6,NA
"5372",2016-08-26,"Croissant",166.402064505158,"Mittwoch",NA,0,27.75,13,NA
"5373",2016-08-27,"Croissant",277.903100318237,"Samstag",NA,0,20.375,8,NA
"5374",2016-08-28,"Croissant",256.176762589354,"Sonntag",NA,4,21.875,12,63
"5375",2016-08-29,"Croissant",136.29657520517,"Freitag",NA,3,18.5,15,21
"5376",2016-08-30,"Croissant",160.336321801591,"Montag",NA,2,20.25,12,NA
"5377",2016-08-31,"Croissant",163.49670308802,"Donnerstag",NA,0,23.125,6,NA
"5378",2016-09-01,"Croissant",184.329861039082,"Dienstag",NA,5,20.25,13,21
"5379",2016-09-02,"Croissant",161.932437682552,"Mittwoch",NA,4,19.125,8,61
"5380",2016-09-03,"Croissant",269.483931194562,"Samstag",NA,5,19.25,12,21
"5381",2016-09-04,"Croissant",221.580285871103,"Sonntag",NA,6,19.25,8,61
"5382",2016-09-05,"Croissant",126.457096377826,"Freitag",NA,0,19.125,12,0
"5383",2016-09-06,"Croissant",122.486688739232,"Montag",NA,2,21.75,6,NA
"5384",2016-09-07,"Croissant",125.901174672784,"Donnerstag",NA,0,23.625,6,NA
"5385",2016-09-08,"Croissant",123.558512923317,"Dienstag",NA,0,25.625,7,NA
"5386",2016-09-09,"Croissant",152.138133385527,"Mittwoch",NA,2,21.375,10,0
"5387",2016-09-10,"Croissant",280.009462399262,"Samstag",NA,0,23.875,6,NA
"5388",2016-09-11,"Croissant",209.960575918,"Sonntag",NA,6,20.875,10,NA
"5389",2016-09-12,"Croissant",155.471605350608,"Freitag",NA,0,25.375,8,NA
"5390",2016-09-13,"Croissant",176.251944609301,"Montag",NA,0,27.875,8,NA
"5391",2016-09-14,"Croissant",151.863811050942,"Donnerstag",NA,0,25.25,9,NA
"5392",2016-09-15,"Croissant",135.288518813294,"Dienstag",NA,0,23.75,13,NA
"5393",2016-09-16,"Croissant",161.752881879896,"Mittwoch",NA,4,22.75,8,0
"5394",2016-09-17,"Croissant",215.046440523193,"Samstag",NA,5,18.875,14,NA
"5395",2016-09-18,"Croissant",197.307853070949,"Sonntag",NA,7,16.75,15,21
"5396",2016-09-19,"Croissant",122.536393643501,"Freitag",NA,7,17,9,NA
"5397",2016-09-20,"Croissant",131.214401149036,"Montag",NA,5,17.5,8,NA
"5398",2016-09-21,"Croissant",118.573978194193,"Donnerstag",NA,3,18.375,10,NA
"5399",2016-09-22,"Croissant",121.812793900583,"Dienstag",NA,4,18.5,6,NA
"5400",2016-09-23,"Croissant",114.784833689674,"Mittwoch",NA,4,18.625,12,21
"5401",2016-09-24,"Croissant",147.403447349753,"Samstag",NA,0,18.625,6,NA
"5402",2016-09-25,"Croissant",171.298099810589,"Sonntag",NA,0,21.375,8,NA
"5403",2016-09-26,"Croissant",100.656797037996,"Freitag",NA,4,18.25,6,0
"5404",2016-09-27,"Croissant",106.824179540477,"Montag",NA,0,19.875,6,0
"5405",2016-09-28,"Croissant",108.052540485998,"Donnerstag",NA,6,19.125,19,NA
"5406",2016-09-29,"Croissant",113.054146061102,"Dienstag",NA,7,17.375,13,61
"5407",2016-09-30,"Croissant",129.269260103097,"Mittwoch",NA,6,14,11,61
"5408",2016-10-01,"Croissant",166.963999835678,"Samstag",NA,3,15.875,6,NA
"5409",2016-10-02,"Croissant",186.732360367454,"Sonntag",NA,3,15.75,7,21
"5410",2016-10-03,"Croissant",182.443859182106,"Freitag",NA,7,14.375,18,61
"5411",2016-10-04,"Croissant",123.415726677241,"Montag",NA,5,13.25,16,NA
"5412",2016-10-05,"Croissant",120.624272460905,"Donnerstag",NA,3,12,19,NA
"5413",2016-10-06,"Croissant",101.60163656775,"Dienstag",NA,7,11.25,17,20
"5414",2016-10-07,"Croissant",141.93416312528,"Mittwoch",NA,7,11.125,15,0
"5415",2016-10-08,"Croissant",159.043461454141,"Samstag",NA,5,11.625,16,NA
"5416",2016-10-09,"Croissant",181.693182252688,"Sonntag",NA,7,9.125,10,61
"5417",2016-10-10,"Croissant",144.619334839444,"Freitag",NA,7,11.125,10,61
"5418",2016-10-11,"Croissant",193.457092513929,"Montag",NA,7,9.875,20,61
"5419",2016-10-12,"Croissant",159.062487471256,"Donnerstag",NA,7,9.75,18,63
"5420",2016-10-13,"Croissant",147.744752027756,"Dienstag",NA,6,10.875,15,0
"5421",2016-10-14,"Croissant",166.32217095808,"Mittwoch",NA,7,9.125,13,61
"5422",2016-10-15,"Croissant",189.027358152441,"Samstag",NA,8,8.625,12,61
"5423",2016-10-16,"Croissant",213.136283121314,"Sonntag",NA,8,11.375,6,10
"5424",2016-10-17,"Croissant",158.15111344134,"Freitag",NA,8,9.75,6,10
"5425",2016-10-18,"Croissant",149.45088792686,"Montag",NA,7,13.25,6,28
"5426",2016-10-19,"Croissant",139.392809720067,"Donnerstag",NA,8,7.625,4,61
"5427",2016-10-20,"Croissant",163.589529856023,"Dienstag",NA,7,10.125,10,21
"5428",2016-10-21,"Croissant",157.154195182157,"Mittwoch",NA,6,9.875,10,61
"5429",2016-10-22,"Croissant",142.628523419571,"Samstag",NA,8,8.125,12,61
"5430",2016-10-23,"Croissant",184.302463772913,"Sonntag",NA,7,8.625,4,21
"5431",2016-10-24,"Croissant",91.661343436281,"Freitag",NA,5,9.25,8,10
"5432",2016-10-25,"Croissant",91.4174596798256,"Montag",NA,5,9,8,0
"5433",2016-10-26,"Croissant",124.814994354034,"Donnerstag",NA,6,7.375,6,10
"5434",2016-10-27,"Croissant",81.3083736578224,"Dienstag",NA,7,13.375,9,21
"5435",2016-10-28,"Croissant",84.2028058990911,"Mittwoch",NA,6,12.75,15,21
"5436",2016-10-29,"Croissant",110.598012441388,"Samstag",NA,4,11.375,16,20
"5437",2016-10-30,"Croissant",141.901075742017,"Sonntag",NA,4,11,9,5
"5438",2016-10-31,"Croissant",116.957939230667,"Freitag",NA,7,12.125,6,61
"5439",2016-11-01,"Croissant",101.44458467343,"Montag",NA,6,10.125,12,61
"5440",2016-11-02,"Croissant",90.8202443873751,"Donnerstag",NA,4,7.25,13,21
"5441",2016-11-03,"Croissant",111.819161696001,"Dienstag",NA,4,5.875,5,NA
"5442",2016-11-04,"Croissant",122.555235204681,"Mittwoch",NA,7,7.875,8,61
"5443",2016-11-05,"Croissant",115.638311931186,"Samstag",NA,7,5.5,5,61
"5444",2016-11-06,"Croissant",142.854624136284,"Sonntag",NA,7,6.625,6,61
"5445",2016-11-07,"Croissant",98.4615638799173,"Freitag",NA,7,3.5,14,61
"5446",2016-11-08,"Croissant",79.8857514598579,"Montag",NA,7,0.75,14,71
"5447",2016-11-09,"Croissant",76.8691465964589,"Donnerstag",NA,0,1.25,4,10
"5448",2016-11-10,"Croissant",73.253261288051,"Dienstag",NA,7,4,8,22
"5449",2016-11-11,"Croissant",81.1040142115944,"Mittwoch",NA,4,4.875,10,21
"5450",2016-11-12,"Croissant",113.479986837697,"Samstag",NA,3,1.625,6,49
"5451",2016-11-13,"Croissant",155.829169523759,"Sonntag",NA,4,1.375,9,5
"5452",2016-11-14,"Croissant",75.9976345648867,"Freitag",NA,4,2,10,5
"5453",2016-11-15,"Croissant",84.5049657045271,"Montag",NA,7,7.75,9,61
"5454",2016-11-16,"Croissant",93.210451599767,"Donnerstag",NA,7,8.75,11,61
"5455",2016-11-17,"Croissant",106.092674322495,"Dienstag",NA,6,7.75,9,21
"5456",2016-11-18,"Croissant",64.3170726423712,"Mittwoch",NA,4,7.25,13,21
"5457",2016-11-19,"Croissant",116.829845405325,"Samstag",NA,6,6.625,11,21
"5458",2016-11-20,"Croissant",142.385019678959,"Sonntag",NA,6,6.375,12,63
"5459",2016-11-21,"Croissant",98.333606595868,"Freitag",NA,7,11.5,6,61
"5460",2016-11-22,"Croissant",101.236985727754,"Montag",NA,7,12.125,7,NA
"5461",2016-11-23,"Croissant",91.490933306852,"Donnerstag",NA,7,10,5,10
"5462",2016-11-24,"Croissant",92.4017737531051,"Dienstag",NA,0,4.5,8,10
"5463",2016-11-25,"Croissant",100.690163238234,"Mittwoch",NA,7,4,4,45
"5464",2016-11-26,"Croissant",129.982834329394,"Samstag",NA,7,5.875,10,61
"5465",2016-11-27,"Croissant",157.081764001948,"Sonntag",NA,0,5.625,9,5
"5466",2016-11-28,"Croissant",93.4531134753644,"Freitag",NA,1,2.875,11,NA
"5467",2016-11-29,"Croissant",89.3040391726829,"Montag",NA,3,3,9,10
"5468",2016-11-30,"Croissant",85.4312169839517,"Donnerstag",NA,7,6.25,12,61
"5469",2016-12-01,"Croissant",85.9494985489893,"Dienstag",NA,8,8.5,19,61
"5470",2016-12-02,"Croissant",77.2714433251357,"Mittwoch",NA,0,3.625,8,0
"5471",2016-12-03,"Croissant",106.214827776906,"Samstag",NA,4,-0.75,6,49
"5472",2016-12-04,"Croissant",125.514576263244,"Sonntag",NA,8,4.125,6,NA
"5473",2016-12-05,"Croissant",95.5090556206996,"Freitag",NA,7,3,7,NA
"5474",2016-12-06,"Croissant",70.1343151458493,"Montag",NA,7,6.25,5,61
"5475",2016-12-07,"Croissant",85.2212886860415,"Donnerstag",NA,7,4.5,10,61
"5476",2016-12-08,"Croissant",85.9084157115656,"Dienstag",NA,8,8.625,12,10
"5477",2016-12-09,"Croissant",81.3562481298833,"Mittwoch",NA,7,8.875,13,20
"5478",2016-12-10,"Croissant",101.293319783939,"Samstag",NA,7,9.5,10,61
"5479",2016-12-11,"Croissant",176.390387266873,"Sonntag",NA,NA,NA,NA,NA
"5480",2016-12-12,"Croissant",77.6737672684405,"Freitag",NA,7,4.875,4,61
"5481",2016-12-13,"Croissant",96.7761934509133,"Montag",NA,7,6.285714,5,10
"5482",2016-12-14,"Croissant",37.7392454247434,"Donnerstag",NA,7,4.625,6,45
"5483",2016-12-15,"Croissant",73.6976971614453,"Dienstag",NA,7,0,8,49
"5484",2016-12-16,"Croissant",81.0877267943151,"Mittwoch",NA,8,-1,5,10
"5485",2016-12-18,"Croissant",174.728998356701,"Sonntag",NA,7,7,8,0
"5486",2016-12-19,"Croissant",86.5548623487554,"Freitag",NA,8,5.75,4,0
"5487",2016-12-20,"Croissant",62.3552365841189,"Montag",NA,8,1.5,7,10
"5488",2016-12-21,"Croissant",101.434261871418,"Donnerstag",NA,6,3.625,10,10
"5489",2016-12-22,"Croissant",74.3581509870598,"Dienstag",NA,7,5.25,8,61
"5490",2016-12-23,"Croissant",100.734575177249,"Mittwoch",NA,7,6.375,9,10
"5491",2016-12-24,"Croissant",77.6179363690156,"Samstag",NA,6,6.125,14,95
"5492",2016-12-27,"Croissant",127.178228446889,"Montag",NA,6,8.25,21,NA
"5493",2016-12-28,"Croissant",137.541974900339,"Donnerstag",NA,4,7.125,12,0
"5494",2016-12-29,"Croissant",128.192786610977,"Dienstag",NA,3,3.75,11,10
"5495",2016-12-30,"Croissant",131.355693828947,"Mittwoch",NA,4,1.75,10,10
"5496",2016-12-31,"Croissant",158.239302804042,"Samstag",NA,7,4.875,13,28
"5497",2017-01-02,"Croissant",93.0351063272558,"Freitag",NA,3,1.625,8,0
"5498",2017-01-03,"Croissant",80.7863564731785,"Montag",NA,7,6,16,61
"5499",2017-01-04,"Croissant",78.2861734025078,"Donnerstag",NA,4,4,19,20
"5500",2017-01-05,"Croissant",106.740128482748,"Dienstag",NA,4,-2.875,15,0
"5501",2017-01-06,"Croissant",65.3687307096755,"Mittwoch",NA,1,-4.25,6,NA
"5502",2017-01-07,"Croissant",75.5002630311797,"Samstag",NA,8,-0.5,11,71
"5503",2017-01-08,"Croissant",131.287627179758,"Sonntag",NA,8,2.25,4,10
"5504",2017-01-09,"Croissant",73.1420980887895,"Freitag",NA,8,2.5,6,20
"5505",2017-01-10,"Croissant",70.6114048326199,"Montag",NA,7,2.625,9,10
"5506",2017-01-11,"Croissant",62.0305965135655,"Donnerstag",NA,7,4.625,15,61
"5507",2017-01-12,"Croissant",85.5837742718517,"Dienstag",NA,4,4.5,16,61
"5508",2017-01-13,"Croissant",79.7615363372838,"Mittwoch",NA,3,3.125,7,61
"5509",2017-01-14,"Croissant",92.8889849290192,"Samstag",NA,2,1.75,10,61
"5510",2017-01-15,"Croissant",128.991720245868,"Sonntag",NA,5,1.375,10,71
"5511",2017-01-16,"Croissant",88.4798588855233,"Freitag",NA,0,0.25,9,0
"5512",2017-01-17,"Croissant",77.108394146931,"Montag",NA,7,0.5,4,10
"5513",2017-01-18,"Croissant",71.9438809937912,"Donnerstag",NA,7,0.125,8,20
"5514",2017-01-19,"Croissant",80.7312120582498,"Dienstag",NA,8,1.5,8,61
"5515",2017-01-20,"Croissant",75.0514615596861,"Mittwoch",NA,8,3.625,5,21
"5516",2017-01-21,"Croissant",90.1864250970913,"Samstag",NA,7,5.75,5,10
"5517",2017-01-22,"Croissant",147.203478885503,"Sonntag",NA,8,1.375,5,10
"5518",2017-01-23,"Croissant",75.9711931108962,"Freitag",NA,7,1.125,8,10
"5519",2017-01-24,"Croissant",71.6836626592104,"Montag",NA,7,1.875,8,45
"5520",2017-01-25,"Croissant",63.1089282766633,"Donnerstag",NA,7,-1.25,6,49
"5521",2017-01-26,"Croissant",57.7648589403956,"Dienstag",NA,6,1,7,10
"5522",2017-01-27,"Croissant",88.9693164758223,"Mittwoch",NA,0,2.142857,7,5
"5523",2017-01-28,"Croissant",109.069741792424,"Samstag",NA,1,2.875,5,5
"5524",2017-01-29,"Croissant",137.21086624229,"Sonntag",NA,7,4.75,8,61
"5525",2017-01-30,"Croissant",87.292602098661,"Freitag",NA,7,2.625,13,61
"5526",2017-01-31,"Croissant",97.6009704783781,"Montag",NA,7,3.125,15,10
"5527",2017-02-01,"Croissant",58.2224524882749,"Donnerstag",NA,7,1.125,8,20
"5528",2017-02-02,"Croissant",54.3967685635611,"Dienstag",NA,7,1.75,6,61
"5529",2017-02-03,"Croissant",83.3749446533499,"Mittwoch",NA,7,1.625,6,45
"5530",2017-02-04,"Croissant",97.3650366684813,"Samstag",NA,7,5.75,6,61
"5531",2017-02-05,"Croissant",126.842276780996,"Sonntag",NA,8,2,10,61
"5532",2017-02-06,"Croissant",91.3622676641499,"Freitag",NA,7,2.5,12,61
"5533",2017-02-07,"Croissant",89.252680922547,"Montag",NA,7,0,12,77
"5534",2017-02-08,"Croissant",100.810504587999,"Donnerstag",NA,8,-2,8,77
"5535",2017-02-09,"Croissant",107.639984783785,"Dienstag",NA,8,-2.125,11,22
"5536",2017-02-10,"Croissant",90.3208657475892,"Mittwoch",NA,7,-1.75,16,10
"5537",2017-02-11,"Croissant",107.677440690871,"Samstag",NA,7,0,17,0
"5538",2017-02-12,"Croissant",132.993031450996,"Sonntag",NA,8,0.375,17,10
"5539",2017-02-13,"Croissant",78.6151404289983,"Freitag",NA,0,-0.25,10,10
"5540",2017-02-14,"Croissant",74.0592957059607,"Montag",NA,2,-0.75,8,49
"5541",2017-02-15,"Croissant",98.7987630293648,"Donnerstag",NA,0,5.875,4,5
"5542",2017-02-16,"Croissant",88.6343385040749,"Dienstag",NA,7,6.25,10,61
"5543",2017-02-17,"Croissant",72.4603237114376,"Mittwoch",NA,7,6,9,61
"5544",2017-02-18,"Croissant",110.173674444994,"Samstag",NA,7,4.625,12,20
"5545",2017-02-19,"Croissant",143.24278246555,"Sonntag",NA,7,5.625,8,61
"5546",2017-02-20,"Croissant",71.0356451081313,"Freitag",NA,7,8,16,61
"5547",2017-02-21,"Croissant",73.4145321399375,"Montag",NA,6,7.625,18,NA
"5548",2017-02-22,"Croissant",71.2165459705098,"Donnerstag",NA,6,7.375,20,61
"5549",2017-02-23,"Croissant",64.732366279063,"Dienstag",NA,7,4.375,22,63
"5550",2017-02-24,"Croissant",99.2841701711762,"Mittwoch",NA,1,4.125,15,21
"5551",2017-02-25,"Croissant",114.169995993508,"Samstag",NA,7,3.375,12,61
"5552",2017-02-26,"Croissant",158.09736357214,"Sonntag",NA,7,7.5,11,61
"5553",2017-02-27,"Croissant",84.7166976739322,"Freitag",NA,8,10.75,11,NA
"5554",2017-02-28,"Croissant",55.6773803478843,"Montag",NA,6,6,15,21
"5555",2017-03-01,"Croissant",81.196753748226,"Donnerstag",NA,6,5,14,63
"5556",2017-03-02,"Croissant",93.1703797209382,"Dienstag",NA,3,6.5,16,21
"5557",2017-03-03,"Croissant",102.152065009225,"Mittwoch",NA,2,8.375,10,0
"5558",2017-03-04,"Croissant",106.326572981857,"Samstag",NA,6,9.125,5,5
"5559",2017-03-05,"Croissant",135.958950858257,"Sonntag",NA,7,7.375,12,61
"5560",2017-03-06,"Croissant",86.9960424642728,"Freitag",NA,8,3.75,17,0
"5561",2017-03-07,"Croissant",83.4283849697076,"Montag",NA,7,1.75,7,20
"5562",2017-03-08,"Croissant",82.5934194590142,"Donnerstag",NA,6,5.75,9,61
"5563",2017-03-09,"Croissant",71.3137895523492,"Dienstag",NA,7,7.375,8,21
"5564",2017-03-10,"Croissant",85.9999360805292,"Mittwoch",NA,4,8.75,16,0
"5565",2017-03-11,"Croissant",108.418382637731,"Samstag",NA,2,7.75,9,0
"5566",2017-03-12,"Croissant",124.789965526841,"Sonntag",NA,6,6.375,9,NA
"5567",2017-03-13,"Croissant",97.5939745535462,"Freitag",NA,7,6.625,7,5
"5568",2017-03-14,"Croissant",83.7407885397308,"Montag",NA,6,10.5,13,0
"5569",2017-03-15,"Croissant",64.5780317895003,"Donnerstag",NA,0,9.25,16,5
"5570",2017-03-16,"Croissant",71.8054617106975,"Dienstag",NA,5,11.75,9,NA
"5571",2017-03-17,"Croissant",82.3548698176422,"Mittwoch",NA,6,6.75,18,63
"5572",2017-03-18,"Croissant",102.87506239681,"Samstag",NA,5,6.875,22,21
"5573",2017-03-19,"Croissant",109.641199449158,"Sonntag",NA,8,3.875,9,79
"5574",2017-03-20,"Croissant",73.0242608684537,"Freitag",NA,7,10.25,8,61
"5575",2017-03-21,"Croissant",92.1372741343699,"Montag",NA,5,8.75,20,21
"5576",2017-03-22,"Croissant",101.654984780132,"Donnerstag",NA,0,10.75,11,0
"5577",2017-03-23,"Croissant",81.3953457468891,"Dienstag",NA,4,8.125,11,NA
"5578",2017-03-24,"Croissant",92.3970924998567,"Mittwoch",NA,0,10.5,7,0
"5579",2017-03-25,"Croissant",142.808942965401,"Samstag",NA,3,9.875,12,0
"5580",2017-03-26,"Croissant",147.749370577668,"Sonntag",NA,3,9.375,7,0
"5581",2017-03-27,"Croissant",105.119114588585,"Freitag",NA,0,12.5,11,10
"5582",2017-03-28,"Croissant",141.684536419139,"Montag",NA,0,13.875,7,0
"5583",2017-03-29,"Croissant",115.381551439348,"Donnerstag",NA,8,10,13,21
"5584",2017-03-30,"Croissant",115.063014487946,"Dienstag",NA,7,16,12,61
"5585",2017-03-31,"Croissant",157.481998785748,"Mittwoch",NA,0,19.75,7,NA
"5586",2017-04-01,"Croissant",211.755833640533,"Samstag",NA,2,15.75,7,0
"5587",2017-04-02,"Croissant",188.064263906535,"Sonntag",NA,2,13.375,13,0
"5588",2017-04-03,"Croissant",101.173868201099,"Freitag",NA,2,10.375,8,NA
"5589",2017-04-04,"Croissant",144.48225784655,"Montag",NA,2,12.625,8,0
"5590",2017-04-05,"Croissant",94.3263408382335,"Donnerstag",NA,5,9.875,18,21
"5591",2017-04-06,"Croissant",118.869514113661,"Dienstag",NA,6,10,17,0
"5592",2017-04-07,"Croissant",128.841093710239,"Mittwoch",NA,6,11.125,18,20
"5593",2017-04-08,"Croissant",215.929338577534,"Samstag",NA,7,10.875,12,NA
"5594",2017-04-09,"Croissant",207.685117628376,"Sonntag",NA,0,16,9,5
"5595",2017-04-10,"Croissant",180.185219117576,"Freitag",NA,7,9.5,19,21
"5596",2017-04-11,"Croissant",178.857217552131,"Montag",NA,5,8.75,18,21
"5597",2017-04-12,"Croissant",140.537089366937,"Donnerstag",NA,7,8.75,13,61
"5598",2017-04-13,"Croissant",238.93565386119,"Dienstag",NA,7,9,18,61
"5599",2017-04-15,"Croissant",355.356015292507,"Samstag",NA,6,8.125,23,63
"5600",2017-04-16,"Croissant",208.028073939397,"Sonntag",NA,7,6.875,7,61
"5601",2017-04-17,"Croissant",220.822836970653,"Freitag",NA,6,6.25,10,61
"5602",2017-04-18,"Croissant",174.405032102088,"Montag",NA,4,5.625,15,NA
"5603",2017-04-19,"Croissant",166.270946808251,"Donnerstag",NA,0,6.375,10,0
"5604",2017-04-20,"Croissant",158.4435755673,"Dienstag",NA,7,8.25,12,NA
"5605",2017-04-21,"Croissant",172.182312895265,"Mittwoch",NA,7,11.875,19,61
"5606",2017-04-22,"Croissant",142.250829321991,"Samstag",NA,5,7.5,21,61
"5607",2017-04-23,"Croissant",128.011118638722,"Sonntag",NA,4,7.875,20,21
"5608",2017-04-24,"Croissant",110.815677841066,"Freitag",NA,7,8.875,17,63
"5609",2017-04-25,"Croissant",90.8424805388247,"Montag",NA,5,5.5,15,69
